Code,Name,Year,Tenure,Number_of_households,Number_Confidence_Intervals,Percent_of_households_in_borough,Percent_Confidence_Intervals
E09000001,City of London,2007,Buying.with.mortgage,-,-,-,-
E09000002,Barking and Dagenham,2007,Buying.with.mortgage,20000,3400,29.8,5.1
E09000003,Barnet,2007,Buying.with.mortgage,41500,6900,29.1,4.9
E09000004,Bexley,2007,Buying.with.mortgage,37100,4800,38.2,4.9
E09000005,Brent,2007,Buying.with.mortgage,24700,4500,24,4.4
E09000006,Bromley,2007,Buying.with.mortgage,52200,6800,38.7,5
E09000007,Camden,2007,Buying.with.mortgage,17900,4100,16.5,3.8
E09000008,Croydon,2007,Buying.with.mortgage,58800,7200,39.6,4.9
E09000009,Ealing,2007,Buying.with.mortgage,35000,6500,29.5,5.5
E09000010,Enfield,2007,Buying.with.mortgage,36600,6300,28.9,5
E09000011,Greenwich,2007,Buying.with.mortgage,36200,5500,33.9,5.2
E09000012,Hackney,2007,Buying.with.mortgage,19600,4500,17.5,4
E09000013,Hammersmith and Fulham,2007,Buying.with.mortgage,13500,3100,17.9,4.1
E09000014,Haringey,2007,Buying.with.mortgage,21700,4000,22.2,4.1
E09000015,Harrow,2007,Buying.with.mortgage,26800,4400,30,5
E09000016,Havering,2007,Buying.with.mortgage,39000,5300,38.5,5.2
E09000017,Hillingdon,2007,Buying.with.mortgage,35800,5400,33.7,5.1
E09000018,Hounslow,2007,Buying.with.mortgage,28200,5400,29.6,5.6
E09000019,Islington,2007,Buying.with.mortgage,18000,4100,17.4,4
E09000020,Kensington and Chelsea,2007,Buying.with.mortgage,9000,2200,13,3.3
E09000021,Kingston upon Thames,2007,Buying.with.mortgage,20200,3400,31.1,5.2
E09000022,Lambeth,2007,Buying.with.mortgage,35400,7200,26.1,5.3
E09000023,Lewisham,2007,Buying.with.mortgage,41700,6100,34.7,5.1
E09000024,Merton,2007,Buying.with.mortgage,28200,4500,33.9,5.4
E09000025,Newham,2007,Buying.with.mortgage,25000,5500,21.8,4.8
E09000026,Redbridge,2007,Buying.with.mortgage,33000,4800,33.3,4.8
E09000027,Richmond upon Thames,2007,Buying.with.mortgage,28500,4200,35.5,5.3
E09000028,Southwark,2007,Buying.with.mortgage,31400,5600,24.4,4.4
E09000029,Sutton,2007,Buying.with.mortgage,30500,4400,38.2,5.5
E09000030,Tower Hamlets,2007,Buying.with.mortgage,17500,4800,15,4.1
E09000031,Waltham Forest,2007,Buying.with.mortgage,34200,5400,35.9,5.6
E09000032,Wandsworth,2007,Buying.with.mortgage,41500,6900,33,5.4
E09000033,Westminster,2007,Buying.with.mortgage,13600,3500,12.8,3.3
E13000001,Inner London,2007,Buying.with.mortgage,305900,17200,21.6,1.2
E13000002,Outer London,2007,Buying.with.mortgage,646400,22900,33.3,1.2
E12000001,North East,2007,Buying.with.mortgage,344000,11100,30,1
E12000002,North West,2007,Buying.with.mortgage,790000,20200,32.3,0.8
E12000003,Yorkshire and The Humber,2007,Buying.with.mortgage,719700,20300,31.7,0.9
E12000004,East Midlands,2007,Buying.with.mortgage,651500,23400,33.3,1.2
E12000005,West Midlands,2007,Buying.with.mortgage,702100,21100,29.9,0.9
E12000006,East of England,2007,Buying.with.mortgage,818700,25800,32.7,1
E12000007,London,2007,Buying.with.mortgage,953000,28900,28.3,0.9
E12000008,South East,2007,Buying.with.mortgage,1261600,28200,34.7,0.8
E12000009,South West,2007,Buying.with.mortgage,747200,20400,32.2,0.9
W92000004,Wales,2007,Buying.with.mortgage,390800,9700,29.2,0.7
S92000003,Scotland,2007,Buying.with.mortgage,718700,16300,29.3,0.7
N92000002,Northern Ireland,2007,Buying.with.mortgage,228200,13000,30.3,1.7
K02000001,UK,2007,Buying.with.mortgage,8325700,67800,31.4,0.3
E09000001,City of London,2006,Buying.with.mortgage,-,-,-,-
E09000002,Barking and Dagenham,2006,Buying.with.mortgage,20000,3400,29.8,5.1
E09000003,Barnet,2006,Buying.with.mortgage,41500,6900,29.1,4.9
E09000004,Bexley,2006,Buying.with.mortgage,37100,4800,38.2,4.9
E09000005,Brent,2006,Buying.with.mortgage,24700,4500,24,4.4
E09000006,Bromley,2006,Buying.with.mortgage,52200,6800,38.7,5
E09000007,Camden,2006,Buying.with.mortgage,17900,4100,16.5,3.8
E09000008,Croydon,2006,Buying.with.mortgage,58800,7200,39.6,4.9
E09000009,Ealing,2006,Buying.with.mortgage,35000,6500,29.5,5.5
E09000010,Enfield,2006,Buying.with.mortgage,36600,6300,28.9,5
E09000011,Greenwich,2006,Buying.with.mortgage,36200,5500,33.9,5.2
E09000012,Hackney,2006,Buying.with.mortgage,19600,4500,17.5,4
E09000013,Hammersmith and Fulham,2006,Buying.with.mortgage,13500,3100,17.9,4.1
E09000014,Haringey,2006,Buying.with.mortgage,21700,4000,22.2,4.1
E09000015,Harrow,2006,Buying.with.mortgage,26800,4400,30,5
E09000016,Havering,2006,Buying.with.mortgage,39000,5300,38.5,5.2
E09000017,Hillingdon,2006,Buying.with.mortgage,35800,5400,33.7,5.1
E09000018,Hounslow,2006,Buying.with.mortgage,28200,5400,29.6,5.6
E09000019,Islington,2006,Buying.with.mortgage,18000,4100,17.4,4
E09000020,Kensington and Chelsea,2006,Buying.with.mortgage,9000,2200,13,3.3
E09000021,Kingston upon Thames,2006,Buying.with.mortgage,20200,3400,31.1,5.2
E09000022,Lambeth,2006,Buying.with.mortgage,35400,7200,26.1,5.3
E09000023,Lewisham,2006,Buying.with.mortgage,41700,6100,34.7,5.1
E09000024,Merton,2006,Buying.with.mortgage,28200,4500,33.9,5.4
E09000025,Newham,2006,Buying.with.mortgage,25000,5500,21.8,4.8
E09000026,Redbridge,2006,Buying.with.mortgage,33000,4800,33.3,4.8
E09000027,Richmond upon Thames,2006,Buying.with.mortgage,28500,4200,35.5,5.3
E09000028,Southwark,2006,Buying.with.mortgage,31400,5600,24.4,4.4
E09000029,Sutton,2006,Buying.with.mortgage,30500,4400,38.2,5.5
E09000030,Tower Hamlets,2006,Buying.with.mortgage,17500,4800,15,4.1
E09000031,Waltham Forest,2006,Buying.with.mortgage,34200,5400,35.9,5.6
E09000032,Wandsworth,2006,Buying.with.mortgage,41500,6900,33,5.4
E09000033,Westminster,2006,Buying.with.mortgage,13600,3500,12.8,3.3
E13000001,Inner London,2006,Buying.with.mortgage,305900,17200,21.6,1.2
E13000002,Outer London,2006,Buying.with.mortgage,646400,22900,33.3,1.2
E12000001,North East,2006,Buying.with.mortgage,344000,11100,30,1
E12000002,North West,2006,Buying.with.mortgage,790000,20200,32.3,0.8
E12000003,Yorkshire and The Humber,2006,Buying.with.mortgage,719700,20300,31.7,0.9
E12000004,East Midlands,2006,Buying.with.mortgage,651500,23400,33.3,1.2
E12000005,West Midlands,2006,Buying.with.mortgage,702100,21100,29.9,0.9
E12000006,East of England,2006,Buying.with.mortgage,818700,25800,32.7,1
E12000007,London,2006,Buying.with.mortgage,953000,28900,28.3,0.9
E12000008,South East,2006,Buying.with.mortgage,1261600,28200,34.7,0.8
E12000009,South West,2006,Buying.with.mortgage,747200,20400,32.2,0.9
W92000004,Wales,2006,Buying.with.mortgage,390800,9700,29.2,0.7
S92000003,Scotland,2006,Buying.with.mortgage,718700,16300,29.3,0.7
N92000002,Northern Ireland,2006,Buying.with.mortgage,228200,13000,30.3,1.7
K02000001,UK,2006,Buying.with.mortgage,8325700,67800,31.4,0.3
E09000001,City of London,2018,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2018,Rented.from.Local.Authority.or.Housing.Association,21800,3800,30.4,5.2
E09000003,Barnet,2018,Rented.from.Local.Authority.or.Housing.Association,20100,5500,13.9,3.8
E09000004,Bexley,2018,Rented.from.Local.Authority.or.Housing.Association,10600,3200,10.4,3.2
E09000005,Brent,2018,Rented.from.Local.Authority.or.Housing.Association,23800,4900,23.5,4.8
E09000006,Bromley,2018,Rented.from.Local.Authority.or.Housing.Association,18200,5000,13.3,3.7
E09000007,Camden,2018,Rented.from.Local.Authority.or.Housing.Association,39300,5700,35.3,5.1
E09000008,Croydon,2018,Rented.from.Local.Authority.or.Housing.Association,25700,6000,17.6,4.1
E09000009,Ealing,2018,Rented.from.Local.Authority.or.Housing.Association,13900,5000,11.2,4.1
E09000010,Enfield,2018,Rented.from.Local.Authority.or.Housing.Association,23800,5600,19,4.5
E09000011,Greenwich,2018,Rented.from.Local.Authority.or.Housing.Association,29900,5600,26.1,4.9
E09000012,Hackney,2018,Rented.from.Local.Authority.or.Housing.Association,44300,5400,42.9,5.2
E09000013,Hammersmith and Fulham,2018,Rented.from.Local.Authority.or.Housing.Association,21400,3700,28.6,4.9
E09000014,Haringey,2018,Rented.from.Local.Authority.or.Housing.Association,25200,4600,23.4,4.3
E09000015,Harrow,2018,Rented.from.Local.Authority.or.Housing.Association,7900,2700,9.3,3.1
E09000016,Havering,2018,Rented.from.Local.Authority.or.Housing.Association,16700,4000,16.3,3.9
E09000017,Hillingdon,2018,Rented.from.Local.Authority.or.Housing.Association,20700,4700,18.4,4.2
E09000018,Hounslow,2018,Rented.from.Local.Authority.or.Housing.Association,23000,5700,21.7,5.4
E09000019,Islington,2018,Rented.from.Local.Authority.or.Housing.Association,37100,5600,34.1,5.1
E09000020,Kensington and Chelsea,2018,Rented.from.Local.Authority.or.Housing.Association,25700,3500,35.6,4.8
E09000021,Kingston upon Thames,2018,Rented.from.Local.Authority.or.Housing.Association,6200,2200,9.5,3.3
E09000022,Lambeth,2018,Rented.from.Local.Authority.or.Housing.Association,44600,6900,36.5,5.6
E09000023,Lewisham,2018,Rented.from.Local.Authority.or.Housing.Association,32800,5800,27.4,4.9
E09000024,Merton,2018,Rented.from.Local.Authority.or.Housing.Association,10200,3100,12.5,3.8
E09000025,Newham,2018,Rented.from.Local.Authority.or.Housing.Association,31900,6500,27.2,5.6
E09000026,Redbridge,2018,Rented.from.Local.Authority.or.Housing.Association,9400,3100,8.9,3
E09000027,Richmond upon Thames,2018,Rented.from.Local.Authority.or.Housing.Association,8500,2800,10.9,3.6
E09000028,Southwark,2018,Rented.from.Local.Authority.or.Housing.Association,49000,6500,38.1,5
E09000029,Sutton,2018,Rented.from.Local.Authority.or.Housing.Association,8000,2600,10.3,3.3
E09000030,Tower Hamlets,2018,Rented.from.Local.Authority.or.Housing.Association,38600,6900,31.8,5.7
E09000031,Waltham Forest,2018,Rented.from.Local.Authority.or.Housing.Association,19400,4700,19.2,4.6
E09000032,Wandsworth,2018,Rented.from.Local.Authority.or.Housing.Association,18700,5100,14.5,4
E09000033,Westminster,2018,Rented.from.Local.Authority.or.Housing.Association,35500,5600,30.3,4.8
E13000001,Inner London,2018,Rented.from.Local.Authority.or.Housing.Association,444200,20000,31,1.4
E13000002,Outer London,2018,Rented.from.Local.Authority.or.Housing.Association,318000,18700,16,0.9
E12000001,North East,2018,Rented.from.Local.Authority.or.Housing.Association,247400,9900,21.5,0.9
E12000002,North West,2018,Rented.from.Local.Authority.or.Housing.Association,383500,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2018,Rented.from.Local.Authority.or.Housing.Association,373700,16600,16.3,0.7
E12000004,East Midlands,2018,Rented.from.Local.Authority.or.Housing.Association,296900,17900,15.2,0.9
E12000005,West Midlands,2018,Rented.from.Local.Authority.or.Housing.Association,406500,17600,17.1,0.7
E12000006,East of England,2018,Rented.from.Local.Authority.or.Housing.Association,380000,20000,14.9,0.8
E12000007,London,2018,Rented.from.Local.Authority.or.Housing.Association,763100,27900,22.3,0.8
E12000008,South East,2018,Rented.from.Local.Authority.or.Housing.Association,447400,20300,12.1,0.6
E12000009,South West,2018,Rented.from.Local.Authority.or.Housing.Association,278500,14300,11.9,0.6
W92000004,Wales,2018,Rented.from.Local.Authority.or.Housing.Association,199400,7700,14.8,0.6
S92000003,Scotland,2018,Rented.from.Local.Authority.or.Housing.Association,520200,14800,21,0.6
N92000002,Northern Ireland,2018,Rented.from.Local.Authority.or.Housing.Association,104000,8800,13.9,1.2
K02000001,UK,2018,Rented.from.Local.Authority.or.Housing.Association,4400600,55000,16.4,0.2
E09000001,City of London,2017,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2017,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2017,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2017,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2017,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2017,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2017,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2017,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2017,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2017,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2017,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2017,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2017,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2017,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2017,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2017,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2017,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2017,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2017,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2017,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2017,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2017,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2017,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2017,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2017,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2017,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2017,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2017,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2017,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2017,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2017,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2017,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2017,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2017,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2017,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2017,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2017,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2017,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2017,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2017,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2017,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2017,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2017,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2017,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2017,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2017,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2017,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2017,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2016,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2016,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2016,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2016,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2016,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2016,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2016,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2016,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2016,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2016,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2016,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2016,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2016,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2016,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2016,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2016,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2016,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2016,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2016,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2016,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2016,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2016,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2016,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2016,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
