Code,Name,Year,Tenure,Number_of_households,Number_Confidence_Intervals,Percent_of_households_in_borough,Percent_Confidence_Intervals
E12000008,South East,2011,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2011,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2011,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2011,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2011,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2011,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2010,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2010,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2010,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2010,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2010,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2010,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2010,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2010,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2010,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2010,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2010,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2010,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2010,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2010,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2010,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2010,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2010,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2010,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2010,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2010,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2010,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2010,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2010,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2010,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2010,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2010,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2010,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2010,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2010,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2010,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2010,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2010,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2010,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2010,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2010,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2010,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2010,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2010,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2010,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2010,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2010,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2010,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2010,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2010,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2010,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2010,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2010,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2010,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2009,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2009,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2009,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2009,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2009,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2009,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2009,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2009,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2009,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2009,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2009,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2009,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2009,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2009,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2009,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2009,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2009,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2009,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2009,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2009,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2009,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2009,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2009,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2009,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2009,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2009,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2009,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2009,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2009,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2009,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2009,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2009,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2009,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2009,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2009,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2009,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2009,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2009,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2009,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2009,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2009,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2009,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2009,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2009,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2009,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2009,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2009,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2009,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2008,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2008,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2008,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2008,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2008,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2008,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2008,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2008,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2008,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2008,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2008,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2008,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2008,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2008,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2008,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2008,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2008,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2008,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2008,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2008,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2008,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2008,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2008,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2008,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2008,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2008,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2008,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2008,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2008,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2008,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2008,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2008,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2008,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2008,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2008,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2008,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2008,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2008,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2008,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2008,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2008,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2008,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2008,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2008,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2008,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2008,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2008,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2008,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2007,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2007,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2007,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2007,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2007,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2007,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2007,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2007,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2007,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2007,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2007,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2007,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2007,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2007,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2007,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2007,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2007,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2007,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2007,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2007,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2007,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2007,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2007,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2007,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2007,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2007,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2007,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2007,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2007,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2007,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2007,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2007,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2007,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2007,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2007,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2007,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2007,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2007,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2007,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2007,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2007,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2007,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2007,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2007,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2007,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2007,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2007,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2007,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2006,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2006,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2006,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2006,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2006,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2006,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2006,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2006,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2006,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2006,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2006,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2006,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2006,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2006,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2006,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2006,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2006,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2006,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2006,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2006,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2006,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2006,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2006,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2006,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2006,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2006,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2006,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2006,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2006,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2006,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2006,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2006,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2006,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2006,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2006,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2006,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2006,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2006,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2006,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2006,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2006,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2006,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2006,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2006,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2006,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2006,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2006,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2006,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2018,Total,-,-,-,-
E09000002,Barking and Dagenham,2018,Total,71800,7500,100,0
E09000003,Barnet,2018,Total,144900,15700,100,0
E09000004,Bexley,2018,Total,101600,10000,100,0
E09000005,Brent,2018,Total,101500,10800,100,0
E09000006,Bromley,2018,Total,136900,14500,100,0
E09000007,Camden,2018,Total,111400,11400,100,0
E09000008,Croydon,2018,Total,146300,15800,100,0
E09000009,Ealing,2018,Total,124100,15900,100,0
E09000010,Enfield,2018,Total,125200,14200,100,0
E09000011,Greenwich,2018,Total,114800,12200,100,0
E09000012,Hackney,2018,Total,103400,10200,100,0
E09000013,Hammersmith and Fulham,2018,Total,74700,7500,100,0
E09000014,Haringey,2018,Total,107700,10100,100,0
E09000015,Harrow,2018,Total,85600,8800,100,0
E09000016,Havering,2018,Total,102700,10500,100,0
E09000017,Hillingdon,2018,Total,112400,12000,100,0
E09000018,Hounslow,2018,Total,106300,13500,100,0
E09000019,Islington,2018,Total,108800,11100,100,0
E09000020,Kensington and Chelsea,2018,Total,72400,6600,100,0
E09000021,Kingston upon Thames,2018,Total,65900,7100,100,0
E09000022,Lambeth,2018,Total,122100,14100,100,0
E09000023,Lewisham,2018,Total,119800,12600,100,0
E09000024,Merton,2018,Total,81500,8900,100,0
E09000025,Newham,2018,Total,117300,14000,100,0
E09000026,Redbridge,2018,Total,105000,10500,100,0
E09000027,Richmond upon Thames,2018,Total,78500,8800,100,0
E09000028,Southwark,2018,Total,128600,12900,100,0
E09000029,Sutton,2018,Total,78000,8200,100,0
E09000030,Tower Hamlets,2018,Total,121200,14300,100,0
E09000031,Waltham Forest,2018,Total,100800,11300,100,0
E09000032,Wandsworth,2018,Total,129000,14300,100,0
E09000033,Westminster,2018,Total,117100,11200,100,0
E13000001,Inner London,2018,Total,1433500,41300,100,0
E13000002,Outer London,2018,Total,1983800,49100,100,0
E12000001,North East,2018,Total,1149900,22800,100,0
E12000002,North West,2018,Total,2442100,41200,100,0
E12000003,Yorkshire and The Humber,2018,Total,2288800,43100,100,0
E12000004,East Midlands,2018,Total,1952200,49000,100,0
E12000005,West Midlands,2018,Total,2373700,45300,100,0
E12000006,East of England,2018,Total,2547500,54400,100,0
E12000007,London,2018,Total,3421700,64200,100,0
E12000008,South East,2018,Total,3682900,59600,100,0
E12000009,South West,2018,Total,2336200,42500,100,0
W92000004,Wales,2018,Total,1347300,20500,100,0
S92000003,Scotland,2018,Total,2471600,34200,100,0
N92000002,Northern Ireland,2018,Total,750600,25600,100,0
K02000001,UK,2018,Total,26764400,142800,100,0
E09000001,City of London,2017,Total,NA,NA,100,0
E09000002,Barking and Dagenham,2017,Total,NA,NA,100,0
E09000003,Barnet,2017,Total,NA,NA,100,0
E09000004,Bexley,2017,Total,NA,NA,100,0
E09000005,Brent,2017,Total,NA,10200,100,0
E09000006,Bromley,2017,Total,NA,NA,100,0
E09000007,Camden,2017,Total,NA,NA,100,0
E09000008,Croydon,2017,Total,NA,NA,100,0
E09000009,Ealing,2017,Total,NA,NA,100,0
E09000010,Enfield,2017,Total,NA,NA,100,0
E09000011,Greenwich,2017,Total,NA,NA,100,0
E09000012,Hackney,2017,Total,NA,11200,100,0
E09000013,Hammersmith and Fulham,2017,Total,NA,NA,100,0
E09000014,Haringey,2017,Total,NA,NA,100,0
E09000015,Harrow,2017,Total,NA,NA,100,0
E09000016,Havering,2017,Total,NA,10500,100,0
E09000017,Hillingdon,2017,Total,NA,11300,100,0
E09000018,Hounslow,2017,Total,NA,11300,100,0
E09000019,Islington,2017,Total,NA,10200,100,0
E09000020,Kensington and Chelsea,2017,Total,NA,NA,100,0
E09000021,Kingston upon Thames,2017,Total,NA,NA,100,0
E09000022,Lambeth,2017,Total,NA,NA,100,0
E09000023,Lewisham,2017,Total,NA,NA,100,0
E09000024,Merton,2017,Total,NA,NA,100,0
E09000025,Newham,2017,Total,NA,NA,100,0
E09000026,Redbridge,2017,Total,NA,NA,100,0
E09000027,Richmond upon Thames,2017,Total,NA,NA,100,0
E09000028,Southwark,2017,Total,NA,NA,100,0
E09000029,Sutton,2017,Total,NA,NA,100,0
E09000030,Tower Hamlets,2017,Total,117300,NA,100,0
E09000031,Waltham Forest,2017,Total,NA,NA,100,0
E09000032,Wandsworth,2017,Total,NA,NA,100,0
E09000033,Westminster,2017,Total,NA,NA,100,0
E13000001,Inner London,2017,Total,NA,NA,100,0
E13000002,Outer London,2017,Total,NA,NA,100,0
E12000001,North East,2017,Total,NA,NA,100,0
E12000002,North West,2017,Total,NA,41300,100,0
E12000003,Yorkshire and The Humber,2017,Total,NA,NA,100,0
E12000004,East Midlands,2017,Total,NA,NA,100,0
E12000005,West Midlands,2017,Total,NA,NA,100,0
E12000006,East of England,2017,Total,NA,NA,100,0
E12000007,London,2017,Total,NA,NA,100,0
E12000008,South East,2017,Total,NA,NA,100,0
E12000009,South West,2017,Total,NA,NA,100,0
W92000004,Wales,2017,Total,NA,NA,100,0
S92000003,Scotland,2017,Total,NA,NA,100,0
N92000002,Northern Ireland,2017,Total,NA,NA,100,0
K02000001,UK,2017,Total,NA,NA,100,0
E09000001,City of London,2016,Total,NA,NA,100,0
E09000002,Barking and Dagenham,2016,Total,NA,NA,100,0
E09000003,Barnet,2016,Total,NA,NA,100,0
E09000004,Bexley,2016,Total,NA,NA,100,0
E09000005,Brent,2016,Total,NA,10200,100,0
E09000006,Bromley,2016,Total,NA,NA,100,0
E09000007,Camden,2016,Total,NA,NA,100,0
E09000008,Croydon,2016,Total,NA,NA,100,0
E09000009,Ealing,2016,Total,NA,NA,100,0
E09000010,Enfield,2016,Total,NA,NA,100,0
E09000011,Greenwich,2016,Total,NA,NA,100,0
E09000012,Hackney,2016,Total,NA,11200,100,0
E09000013,Hammersmith and Fulham,2016,Total,NA,NA,100,0
E09000014,Haringey,2016,Total,NA,NA,100,0
E09000015,Harrow,2016,Total,NA,NA,100,0
E09000016,Havering,2016,Total,NA,10500,100,0
E09000017,Hillingdon,2016,Total,NA,11300,100,0
E09000018,Hounslow,2016,Total,NA,11300,100,0
E09000019,Islington,2016,Total,NA,10200,100,0
E09000020,Kensington and Chelsea,2016,Total,NA,NA,100,0
E09000021,Kingston upon Thames,2016,Total,NA,NA,100,0
E09000022,Lambeth,2016,Total,NA,NA,100,0
E09000023,Lewisham,2016,Total,NA,NA,100,0
E09000024,Merton,2016,Total,NA,NA,100,0
E09000025,Newham,2016,Total,NA,NA,100,0
E09000026,Redbridge,2016,Total,NA,NA,100,0
E09000027,Richmond upon Thames,2016,Total,NA,NA,100,0
E09000028,Southwark,2016,Total,NA,NA,100,0
E09000029,Sutton,2016,Total,NA,NA,100,0
E09000030,Tower Hamlets,2016,Total,117300,NA,100,0
E09000031,Waltham Forest,2016,Total,NA,NA,100,0
E09000032,Wandsworth,2016,Total,NA,NA,100,0
E09000033,Westminster,2016,Total,NA,NA,100,0
E13000001,Inner London,2016,Total,NA,NA,100,0
E13000002,Outer London,2016,Total,NA,NA,100,0
E12000001,North East,2016,Total,NA,NA,100,0
E12000002,North West,2016,Total,NA,41300,100,0
E12000003,Yorkshire and The Humber,2016,Total,NA,NA,100,0
E12000004,East Midlands,2016,Total,NA,NA,100,0
E12000005,West Midlands,2016,Total,NA,NA,100,0
E12000006,East of England,2016,Total,NA,NA,100,0
E12000007,London,2016,Total,NA,NA,100,0
E12000008,South East,2016,Total,NA,NA,100,0
E12000009,South West,2016,Total,NA,NA,100,0
W92000004,Wales,2016,Total,NA,NA,100,0
S92000003,Scotland,2016,Total,NA,NA,100,0
N92000002,Northern Ireland,2016,Total,NA,NA,100,0
K02000001,UK,2016,Total,NA,NA,100,0
E09000001,City of London,2015,Total,NA,NA,100,0
E09000002,Barking and Dagenham,2015,Total,NA,NA,100,0
E09000003,Barnet,2015,Total,NA,NA,100,0
E09000004,Bexley,2015,Total,NA,NA,100,0
E09000005,Brent,2015,Total,NA,10200,100,0
E09000006,Bromley,2015,Total,NA,NA,100,0
E09000007,Camden,2015,Total,NA,NA,100,0
